"duration_sec","consent","state","dv_pre_state_conf","dv_pre_national_conf","trust_federal","trust_state","accuracy_2016","accuracy_2020","birthyear","gender","gender_text","parent","msg_time","intro_time","dv_post_state_conf","dv_post_national_conf","seceffect","attentioncheck","voting_impt","vote_2020","vote_who_2020","vote_who_2020_text","edu","party","party_text","libcon","race","race_text","income","political_party","treatment_group","dummy_treat","attention_pass","gender_female","parent_yes","race_hispanic","edu_4college","edu_hs","race_white","race_black","race_asian","age","income_clean","income_num","treatment_group_num","dv_state_treatment_diff","dv_national_treatment_diff","always_believer","never_believer"
249,"YES","Texas",8,3,"2","4","Yes","No","1968","Female","","Yes",22.474,NA,7,3,"3","Red,Green","1","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","10","Control",0,1,"1","1","0","0","0","1","0","0",53,"$40,000-$49,999","5",3,-1,0,"0","0"
203,"YES","Texas",10,9,"1","1","Yes","Yes","1979","Female","","Yes",13.437,22.317,10,9,"4","Pink","","","","","","","","","","","","3","RL_percentage",1,0,"1","1","0","0","0","0","0","0",42,NA,NA,7,0,0,"1","0"
316,"YES","Massachusetts",10,10,"4","5","Yes","Yes","1951","Female","","Yes",14.549,22.032,10,10,"1","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$30,000-$39,999","1","Loser",1,1,"1","1","0","0","0","1","0","0",70,"$30,000-$39,999","4",6,0,0,"1","0"
104,"YES","Texas",10,10,"5","5","Yes","Yes","1991","Female","","Yes",6.269,9.402,10,10,"5","White","","","","","","","","","","","","10","Soup",1,0,"1","1","0","0","0","0","0","0",30,NA,NA,8,0,0,"1","0"
152,"YES","Texas",10,10,"5","5","Yes","Yes","1980","Male","","Yes",12.715,32.198,10,10,"4","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","1","Bipartisan",1,1,"0","1","0","0","0","1","0","0",41,"$100,000-$149,999","8",2,0,0,"1","0"
263,"YES","Texas",10,10,"5","5","Yes","Yes","1991","Female","","Yes",11.642,14.331,10,10,"5","White","","","","","","","","","","","","1","Bipartisan",1,0,"1","1","0","0","0","0","0","0",30,NA,NA,2,0,0,"1","0"
257,"YES","Pennsylvania",9,9,"3","3","No","Yes","1957","Female","","Yes",22.492,37.271,9,9,"1","Red,Green","1","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$40,000-$49,999","2","Handcount",1,1,"1","1","0","0","0","1","0","0",64,"$40,000-$49,999","5",4,0,0,"0","0"
216,"YES","New York",7,6,"4","4","Yes","No","1955","Female","","Yes",20.983,24.85,8,7,"2","Red,Green","1","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Loser",1,1,"1","1","0","0","0","1","0","0",66,"$50,000-$74,999","6",6,1,1,"0","0"
119,"YES","New Jersey",9,7,"4","4","No","Yes","1990","Male","","No",6.094,7.214,8,7,"4","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","3","Soup",1,1,"0","0","0","0","0","1","0","0",31,"$75,000-$99,999","7",8,-1,0,"0","0"
228,"YES","California",10,10,"5","5","No","Yes","1961","Female","","Yes",16.135,12.301,10,10,"5","White","","","","","","","","","","","","1","RL_percentage",1,0,"1","1","0","0","0","0","0","0",60,NA,NA,7,0,0,"0","0"
275,"YES","Texas",10,10,"5","5","Yes","Yes","1967","Male","","Yes",11.202,11.517,10,10,"5","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$150,000 or more","10","Loser",1,1,"0","1","0","0","0","1","0","0",54,"$150,000","9",6,0,0,"1","0"
457,"YES","Florida",10,10,"5","1","Yes","Yes","1944","Female","","No",12.323,93.689,10,10,"1","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$20,000-$29,999","1","Bipartisan",1,1,"1","0","0","0","0","1","0","0",77,"$20,000-$29,999","3",2,0,0,"1","0"
131,"YES","Louisiana",6,6,"3","4","Yes","Yes","1964","Male","","Yes",13.675,17.202,7,4,"4","Blue","","","","","","","","","","","","1","Handcount",1,0,"0","1","0","0","0","0","0","0",57,NA,NA,4,1,-2,"1","0"
246,"YES","Texas",7,4,"3","2","No","Yes","1954","Female","","No",12.002,NA,8,4,"1","Red,Green","1","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","1","Control",0,1,"1","0","0","0","0","1","0","0",67,"$100,000-$149,999","8",3,1,0,"0","0"
265,"YES","Oklahoma",3,3,"1","2","Yes","No","1962","Female","","Yes",26.301,35.545,3,2,"1","Red,Green","1","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$20,000-$29,999","9","Soup",1,1,"1","1","0","0","0","1","0","0",59,"$20,000-$29,999","3",8,0,-1,"0","0"
181,"YES","Pennsylvania",10,10,"5","5","No","No","1980","Female","","No",15.962,27.426,10,10,"5","Black,Red,Pink,Green,Blue","","","","","","","","","","","","1","Local",1,0,"1","0","0","0","0","0","0","0",41,NA,NA,5,0,0,"0","1"
128,"YES","Indiana",5,6,"","2","No","No","1974","Male","","Yes",15.21,20.099,4,4,"2","Blue","","","","","","","","","","","","7","Bipartisan",1,0,"0","1","0","0","0","0","0","0",47,NA,NA,2,-1,-2,"0","1"
209,"YES","Florida",10,10,"5","5","Yes","Yes","1985","Male","","Yes",85.147,26.284,10,10,"4","White","","","","","","","","","","","","1","Local",1,0,"0","1","0","0","0","0","0","0",36,NA,NA,5,0,0,"1","0"
256,"YES","Maryland",9,7,"3","4","Yes","Yes","1942","Male","","Yes",18.298,29.794,9,7,"2","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Republican","","Strong Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","9","Loser",1,1,"0","1","0","0","0","1","0","0",79,"$100,000-$149,999","8",6,0,0,"1","0"
375,"YES","Ohio",2,1,"1","2","Yes","No","1949","Female","","Yes",44.054,58.081,2,1,"2","Red,Green","5","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","9","Local",1,1,"1","1","0","0","0","1","0","0",72,"$40,000-$49,999","5",5,0,0,"0","0"
176,"YES","Washington",7,8,"4","4","Yes","Yes","1980","Male","","Yes",16.327,15.7,8,8,"4","White","","","","","","","","","","","","3","RL_percentage",1,0,"0","1","0","0","0","0","0","0",41,NA,NA,7,1,0,"1","0"
197,"YES","Washington",8,8,"3","3","Yes","Yes","1980","Male","","Yes",12.004,30.026,9,9,"3","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","1","Handcount",1,1,"0","1","0","0","0","1","0","0",41,"$100,000-$149,999","8",4,1,1,"1","0"
164,"YES","Washington",10,10,"5","5","Yes","Yes","1977","Male","","Yes",16.931,NA,10,10,"5","White,Black,Red,Pink,Green,Blue","","","","","","","","","","","","1","Control",0,0,"0","1","0","0","0","0","0","0",44,NA,NA,3,0,0,"1","0"
114,"YES","Illinois",9,10,"5","4","Yes","Yes","1984","Male","","Yes",6.099,7.488,9,9,"5","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$20,000-$29,999","9","Soup",1,1,"0","1","0","0","1","1","0","0",37,"$20,000-$29,999","3",8,0,-1,"1","0"
258,"YES","Massachusetts",10,10,"3","4","Yes","Yes","1955","Female","","No",12.022,30.195,10,5,"3","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","1","Soup",1,1,"1","0","0","0","0","1","0","0",66,"$50,000-$74,999","6",8,0,-5,"1","0"
191,"YES","Michigan",5,5,"1","1","No","No","1961","Female","","Yes",12.423,NA,2,1,"1","Red,Green","4","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Control",0,1,"1","1","0","0","1","1","0","0",60,"$50,000-$74,999","6",3,-3,-4,"0","1"
236,"YES","Texas",8,7,"3","4","No","Yes","1958","Female","","No",26.942,58.799,7,7,"3","White","","","","","","","","","","","","4","Local",1,0,"1","0","0","0","0","0","0","0",63,NA,NA,5,-1,0,"0","0"
1512,"YES","Maryland",10,9,"4","3","Yes","Yes","1952","Female","","Yes",12.368,21.051,10,9,"3","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$30,000-$39,999","1","Local",1,1,"1","1","0","0","0","1","0","0",69,"$30,000-$39,999","4",5,0,0,"1","0"
282,"YES","Texas",9,9,"3","3","Yes","Yes","1985","Male","","Yes",20.033,22.59,9,9,"5","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$150,000 or more","2","Soup",1,1,"0","1","0","0","0","1","0","0",36,"$150,000","9",8,0,0,"1","0"
882,"YES","Alabama",6,9,"4","4","Yes","Yes","1981","Male","","Yes",26.434,24.33,8,8,"4","White","","","","","","","","","","","","1","Bipartisan",1,0,"0","1","0","0","0","0","0","0",40,NA,NA,2,2,-1,"1","0"
185,"YES","New York",9,9,"2","2","No","Yes","1979","Male","","Yes",12.401,20.869,9,9,"3","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","3","Handcount",1,1,"0","1","0","0","0","1","0","0",42,"$100,000-$149,999","8",4,0,0,"0","0"
238,"YES","Florida",9,2,"2","4","No","No","1963","Female","","Yes",12.176,21.081,9,2,"3","Red,Green","1","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Bipartisan",1,1,"1","1","0","0","0","1","0","0",58,"$50,000-$74,999","6",2,0,0,"0","1"
205,"YES","New Jersey",10,9,"5","5","Yes","Yes","1976","Female","","Yes",20.614,15.171,9,10,"5","White","","","","","","","","","","","","1","RL_percentage",1,0,"1","1","0","0","0","0","0","0",45,NA,NA,7,-1,1,"1","0"
357,"YES","New York",8,8,"4","3","Yes","Yes","1979","Male","","Yes",17.658,36.627,8,8,"4","Red,Green","1","No, I did not vote because I chose not to","","","2-year college degree","Republican","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","9","RL_percentage",1,1,"0","1","0","0","0","1","0","0",42,"$50,000-$74,999","6",7,0,0,"1","0"
329,"YES","Washington",10,10,"3","3","Yes","Yes","1975","Female","","Yes",25.4,11.587,10,10,"5","Black,Blue","","","","","","","","","","","","1","Bipartisan",1,0,"1","1","0","0","0","0","0","0",46,NA,NA,2,0,0,"1","0"
344,"YES","Connecticut",10,7,"4","4","Yes","Yes","1963","Male","","No",22.257,40.924,10,8,"4","Red,Green","5","No, I did not vote because I chose not to","","","Some college, but no degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$10,000-$19,999","2","Local",1,1,"0","0","0","0","0","1","0","0",58,"$10,000-$19,999","2",5,0,1,"1","0"
148,"YES","Nebraska",3,3,"2","1","Yes","No","1982","Female","","Yes",13.698,15.253,4,4,"2","Red,Green","2","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$30,000-$39,999","10","Loser",1,1,"1","1","0","0","1","1","0","0",39,"$30,000-$39,999","4",6,1,1,"0","0"
152,"YES","Wisconsin",7,7,"4","4","Yes","Yes","1983","Male","","Yes",10.591,18.524,8,7,"4","White","","","","","","","","","","","","9","Soup",1,0,"0","1","0","0","0","0","0","0",38,NA,NA,8,1,0,"1","0"
203,"YES","Florida",10,10,"5","5","Yes","Yes","1953","Female","","Yes",13.879,14.275,10,10,"5","White","","","","","","","","","","","","1","RL_percentage",1,0,"1","1","0","0","0","0","0","0",68,NA,NA,7,0,0,"1","0"
242,"YES","Arkansas",2,1,"1","3","Yes","No","1970","Female","","Yes",14.488,NA,3,2,"1","Red,Green","2","Yes, I voted","Donald Trump","","2-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$30,000-$39,999","4","Control",0,1,"1","1","0","0","0","1","0","0",51,"$30,000-$39,999","4",3,1,1,"0","0"
217,"YES","Florida",10,10,"5","1","Yes","Yes","1957","Female","","Yes",14.481,23.45,10,10,"1","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Black or African American (non-Hispanic)","","$30,000-$39,999","1","Local",1,1,"1","1","0","0","0","0","1","0",64,"$30,000-$39,999","4",5,0,0,"1","0"
90,"YES","New Jersey",10,10,"5","4","Yes","No","1970","Female","","Yes",9.177,NA,9,9,"5","Pink","","","","","","","","","","","","1","Control",0,0,"1","1","0","0","0","0","0","0",51,NA,NA,3,-1,-1,"0","0"
296,"YES","California",9,9,"5","5","Yes","Yes","1976","Male","","Yes",11.868,18.05,10,9,"5","White","","","","","","","","","","","","1","Soup",1,0,"0","1","0","0","0","0","0","0",45,NA,NA,8,1,0,"1","0"
114,"YES","Texas",4,6,"4","5","Yes","Yes","1988","Male","","Yes",19.537,11.479,8,7,"4","Blue","","","","","","","","","","","","4","Loser",1,0,"0","1","0","0","0","0","0","0",33,NA,NA,6,4,1,"1","0"
99,"YES","Michigan",10,10,"5","5","Yes","Yes","1976","Female","","Yes",11.686,18.193,10,8,"5","Green","","","","","","","","","","","","1","Bipartisan",1,0,"1","1","0","0","0","0","0","0",45,NA,NA,2,0,-2,"1","0"
233,"YES","Indiana",10,8,"3","3","Yes","Yes","1953","Male","","No",14.091,19.715,10,8,"1","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","2","RL_percentage",1,1,"0","0","0","0","0","1","0","0",68,"$50,000-$74,999","6",7,0,0,"1","0"
130,"YES","Louisiana",10,10,"5","5","No","No","1965","Male","","No",27.887,NA,10,9,"5","Black","","","","","","","","","","","","10","Control",0,0,"0","0","0","0","0","0","0","0",56,NA,NA,3,0,-1,"0","1"
266,"YES","Alaska",5,7,"1","2","No","Yes","1980","Male","","Yes",12.535,29.598,5,7,"2","Red,Green","2","Yes, I voted","Joe Biden","","2-year college degree","Independent","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$75,000-$99,999","4","Bipartisan",1,1,"0","1","0","0","0","1","0","0",41,"$75,000-$99,999","7",2,0,0,"0","0"
315,"YES","Massachusetts",8,7,"3","4","Yes","No","1945","Male","","Yes",16.343,26.239,8,7,"3","Red,Green","5","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","5","Soup",1,1,"0","1","0","0","0","1","0","0",76,"$40,000-$49,999","5",8,0,0,"0","0"
227,"YES","New York",7,8,"4","4","Yes","Yes","1987","Female","","Yes",18.972,NA,8,8,"4","Red,Green","4","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$150,000 or more","1","Control",0,1,"1","1","0","0","0","1","0","0",34,"$150,000","9",3,1,0,"1","0"
377,"YES","Colorado",10,10,"4","5","Yes","Yes","1994","Female","","No",18.499,69.432,10,8,"1","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic),Native American or Aleut","","$10,000-$19,999","1","Loser",1,1,"1","0","0","0","0","1","0","0",27,"$10,000-$19,999","2",6,0,-2,"1","0"
99,"YES","Connecticut",8,8,"4","4","Yes","Yes","1978","Female","","Yes",11.361,19.771,7,7,"4","Blue","","","","","","","","","","","","6","Handcount",1,0,"1","1","0","0","0","0","0","0",43,NA,NA,4,-1,-1,"1","0"
90,"YES","Kentucky",6,6,"3","3","Yes","Yes","1998","Female","","Yes",5.952,16.57,5,5,"3","Pink","","","","","","","","","","","","5","Soup",1,0,"1","1","0","0","0","0","0","0",23,NA,NA,8,-1,-1,"1","0"
5102,"YES","California",7,6,"3","3","Yes","No","1990","Male","","Yes",6.367,36.615,6,5,"3","White","","","","","","","","","","","","3","Soup",1,0,"0","1","0","0","0","0","0","0",31,NA,NA,8,-1,-1,"0","0"
216,"YES","New York",9,6,"4","4","Yes","Yes","1944","Female","","Yes",14.572,28.301,9,8,"4","Red,Green","1","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$20,000-$29,999","1","Loser",1,1,"1","1","0","0","1","1","0","0",77,"$20,000-$29,999","3",6,0,2,"1","0"
332,"YES","California",6,7,"4","4","Yes","Yes","1973","Male","","Yes",36.545,12.012,7,7,"4","White","","","","","","","","","","","","1","Handcount",1,0,"0","1","0","0","0","0","0","0",48,NA,NA,4,1,0,"1","0"
258,"YES","Georgia",6,7,"4","2","Yes","Yes","1952","Female","","Yes",11.621,26.813,8,8,"4","Red,Green","1","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","1","Bipartisan",1,1,"1","1","0","0","1","1","0","0",69,"$50,000-$74,999","6",2,2,1,"1","0"
189,"YES","New Jersey",10,10,"5","5","Yes","Yes","1978","Male","","Yes",12.344,16.883,10,10,"5","White,Green,Blue","","","","","","","","","","","","1","Loser",1,0,"0","1","0","0","0","0","0","0",43,NA,NA,6,0,0,"1","0"
605,"YES","New York",8,7,"3","4","Yes","Yes","1976","Female","","No",12.038,11.717,8,7,"2","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","Prefer not to say","1","Handcount",1,1,"1","0","0","0","0","1","0","0",45,NA,NA,4,0,0,"1","0"
290,"YES","Iowa",10,8,"1","4","Yes","No","1950","Female","","No",11.001,79.354,9,7,"4","Red,Green","2","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","10","Local",1,1,"1","0","0","0","1","1","0","0",71,"$75,000-$99,999","7",5,-1,-1,"0","0"
112,"YES","Ohio",10,6,"1","3","No","No","1978","Female","","Yes",5.969,7.701,10,1,"1","Blue","","","","","","","","","","","","9","Soup",1,0,"1","1","0","0","0","0","0","0",43,NA,NA,8,0,-5,"0","1"
229,"YES","Ohio",10,10,"5","5","No","Yes","1975","Female","","No",14.284,11.534,10,8,"","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","$10,000-$19,999","1","Local",1,1,"1","0","0","0","1","1","0","0",46,"$10,000-$19,999","2",5,0,-2,"0","0"
167,"YES","Texas",10,10,"3","3","Yes","Yes","1980","Male","","Yes",17.266,14.888,10,10,"4","Red,Green","4","No, I did not vote because I chose not to","","","2-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$20,000-$29,999","7","Handcount",1,1,"0","1","0","0","0","1","0","0",41,"$20,000-$29,999","3",4,0,0,"1","0"
266,"YES","Ohio",9,9,"5","5","No","Yes","1981","Male","","No",26.558,11.816,9,9,"5","Red,Green","2","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","1","Loser",1,1,"0","0","0","0","0","1","0","0",40,"$75,000-$99,999","7",6,0,0,"0","0"
